"";"cut";"color"
"1113";"Very Good";"G"
"1114";"Very Good";"G"
"1115";"Ideal";"F"
"1116";"Very Good";"H"
"1117";"Ideal";"I"
"1118";"Premium";"F"
"1119";"Ideal";"E"
"1120";"Ideal";"F"
"1121";"Very Good";"F"
"1122";"Very Good";"H"
"1123";"Ideal";"H"
"1124";"Ideal";"I"
"1125";"Very Good";"D"
"1126";"Very Good";"G"
"1127";"Very Good";"H"
"1128";"Premium";"G"
"1129";"Good";"F"
"1130";"Ideal";"H"
"1131";"Ideal";"G"
"1132";"Premium";"E"
"1133";"Ideal";"F"
"1134";"Premium";"F"
"1135";"Ideal";"F"
"1136";"Very Good";"H"
"1137";"Very Good";"E"
"1138";"Very Good";"E"
"1139";"Very Good";"D"
"1140";"Ideal";"F"
"1141";"Fair";"I"
"1142";"Very Good";"E"
"1143";"Very Good";"E"
"1144";"Very Good";"F"
"1145";"Ideal";"F"
"1146";"Ideal";"D"
"1147";"Very Good";"E"
"1148";"Very Good";"E"
"1149";"Very Good";"E"
"1150";"Very Good";"E"
"1151";"Very Good";"E"
"1152";"Ideal";"H"
"1153";"Ideal";"E"
"1154";"Ideal";"D"
"1155";"Ideal";"F"
"1156";"Good";"E"
"1157";"Premium";"I"
"1158";"Ideal";"I"
"1159";"Very Good";"D"
"1160";"Very Good";"F"
"1161";"Very Good";"E"
"1162";"Ideal";"I"
"1163";"Ideal";"I"
"1164";"Premium";"I"
"1165";"Good";"D"
"1166";"Premium";"F"
"1167";"Premium";"F"
"1168";"Very Good";"H"
"1169";"Ideal";"I"
"1170";"Premium";"H"
"1171";"Very Good";"F"
"1172";"Very Good";"D"
"1173";"Very Good";"E"
"1174";"Very Good";"G"
"1175";"Ideal";"G"
"1176";"Ideal";"E"
"1177";"Very Good";"E"
"1178";"Premium";"E"
"1179";"Ideal";"E"
"1180";"Ideal";"F"
"1181";"Ideal";"G"
"1182";"Ideal";"G"
"1183";"Very Good";"E"
"1184";"Fair";"E"
"1185";"Ideal";"G"
"1186";"Very Good";"G"
"1187";"Very Good";"F"
"1188";"Ideal";"F"
"1189";"Premium";"G"
"1190";"Premium";"F"
"1191";"Very Good";"F"
"1192";"Very Good";"G"
"1193";"Very Good";"D"
"1194";"Premium";"F"
"1195";"Ideal";"F"
"1196";"Good";"D"
"1197";"Good";"H"
"1198";"Ideal";"D"
"1199";"Premium";"H"
"1200";"Fair";"I"
"1201";"Premium";"H"
"1202";"Very Good";"G"
"1203";"Very Good";"H"
"1204";"Ideal";"F"
"1205";"Ideal";"D"
"1206";"Ideal";"E"
"1207";"Premium";"E"
"1208";"Premium";"G"
"1209";"Premium";"G"
"1210";"Very Good";"H"
"1211";"Very Good";"H"
"1212";"Ideal";"E"
"1213";"Very Good";"F"
"1214";"Very Good";"G"
"1215";"Very Good";"F"
"1216";"Premium";"D"
"1217";"Ideal";"E"
"1218";"Ideal";"F"
"1219";"Ideal";"E"
"1220";"Ideal";"G"
"1221";"Premium";"E"
"1222";"Ideal";"I"
"1223";"Premium";"H"
"1224";"Good";"F"
"1225";"Very Good";"J"
"1226";"Very Good";"F"
"1227";"Ideal";"F"
"1228";"Fair";"E"
"1229";"Good";"H"
"1230";"Ideal";"E"
"1231";"Ideal";"E"
"1232";"Very Good";"E"
"1233";"Good";"F"
"1234";"Very Good";"F"
"1235";"Premium";"F"
"1236";"Fair";"G"
"1237";"Ideal";"F"
"1238";"Premium";"D"
"1239";"Fair";"G"
"1240";"Ideal";"D"
"1241";"Ideal";"F"
"1242";"Very Good";"H"
"1243";"Ideal";"G"
"1244";"Very Good";"D"
"1245";"Very Good";"H"
"1246";"Very Good";"D"
"1247";"Good";"G"
"1248";"Very Good";"E"
"1249";"Very Good";"E"
"1250";"Ideal";"H"
"1251";"Ideal";"H"
"1252";"Ideal";"I"
"1253";"Ideal";"E"
"1254";"Very Good";"H"
"1255";"Ideal";"E"
"1256";"Ideal";"H"
"1257";"Premium";"D"
"1258";"Ideal";"H"
"1259";"Ideal";"H"
"1260";"Ideal";"I"
"1261";"Ideal";"I"
"1262";"Ideal";"D"
"1263";"Good";"H"
"1264";"Premium";"I"
"1265";"Ideal";"G"
"1266";"Ideal";"E"
"1267";"Premium";"I"
"1268";"Fair";"I"
"1269";"Premium";"I"
"1270";"Ideal";"I"
"1271";"Fair";"E"
"1272";"Very Good";"E"
"1273";"Ideal";"E"
"1274";"Ideal";"D"
"1275";"Ideal";"H"
"1276";"Fair";"J"
"1277";"Very Good";"I"
"1278";"Ideal";"G"
"1279";"Premium";"D"
"1280";"Ideal";"F"
"1281";"Very Good";"D"
"1282";"Ideal";"H"
"1283";"Ideal";"F"
"1284";"Ideal";"E"
"1285";"Very Good";"E"
"1286";"Very Good";"E"
"1287";"Very Good";"E"
"1288";"Very Good";"E"
"1289";"Ideal";"G"
"1290";"Ideal";"G"
"1291";"Ideal";"E"
"1292";"Ideal";"E"
"1293";"Ideal";"E"
"1294";"Ideal";"I"
"1295";"Good";"E"
"1296";"Very Good";"H"
"1297";"Premium";"F"
"1298";"Good";"F"
"1299";"Very Good";"E"
"1300";"Ideal";"D"
"1301";"Premium";"E"
"1302";"Premium";"D"
"1303";"Ideal";"D"
"1304";"Very Good";"D"
"1305";"Ideal";"G"
"1306";"Premium";"I"
"1307";"Very Good";"F"
"1308";"Very Good";"H"
"1309";"Very Good";"H"
"1310";"Good";"I"
"1311";"Very Good";"J"
"1312";"Ideal";"F"
"1313";"Good";"F"
"1314";"Premium";"D"
"1315";"Ideal";"F"
"1316";"Ideal";"F"
"1317";"Ideal";"H"
"1318";"Ideal";"I"
"1319";"Good";"G"
"1320";"Fair";"F"
"1321";"Very Good";"D"
"1322";"Very Good";"F"
"1323";"Premium";"G"
"1324";"Ideal";"I"
"1325";"Fair";"G"
"1326";"Very Good";"H"
"1327";"Very Good";"D"
"1328";"Good";"D"
"1329";"Ideal";"D"
"1330";"Ideal";"F"
"1331";"Ideal";"G"
"1332";"Ideal";"G"
"1333";"Good";"F"
"1334";"Ideal";"G"
"1335";"Very Good";"H"
"1336";"Ideal";"H"
"1337";"Premium";"E"
"1338";"Premium";"F"
"1339";"Premium";"F"
"1340";"Ideal";"F"
"1341";"Ideal";"H"
"1342";"Ideal";"E"
"1343";"Premium";"F"
"1344";"Premium";"H"
"1345";"Premium";"E"
"1346";"Ideal";"D"
"1347";"Ideal";"E"
"1348";"Ideal";"G"
"1349";"Premium";"F"
"1350";"Ideal";"E"
"1351";"Very Good";"E"
"1352";"Very Good";"E"
"1353";"Very Good";"E"
"1354";"Very Good";"D"
"1355";"Good";"E"
"1356";"Fair";"E"
"1357";"Ideal";"E"
"1358";"Fair";"F"
"1359";"Good";"F"
"1360";"Fair";"J"
"1361";"Premium";"J"
"1362";"Fair";"G"
"1363";"Fair";"H"
"1364";"Premium";"E"
"1365";"Fair";"J"
"1366";"Ideal";"I"
"1367";"Ideal";"I"
"1368";"Ideal";"I"
"1369";"Ideal";"I"
"1370";"Ideal";"G"
"1371";"Ideal";"G"
"1372";"Very Good";"G"
"1373";"Very Good";"E"
"1374";"Ideal";"I"
"1375";"Ideal";"F"
"1376";"Ideal";"F"
"1377";"Very Good";"E"
"1378";"Very Good";"E"
"1379";"Very Good";"G"
"1380";"Ideal";"H"
"1381";"Premium";"E"
"1382";"Premium";"E"
"1383";"Ideal";"G"
"1384";"Very Good";"H"
"1385";"Very Good";"G"
"1386";"Very Good";"G"
"1387";"Very Good";"G"
"1388";"Ideal";"G"
"1389";"Ideal";"G"
"1390";"Ideal";"G"
"1391";"Ideal";"G"
"1392";"Ideal";"G"
"1393";"Ideal";"E"
"1394";"Ideal";"E"
"1395";"Ideal";"G"
"1396";"Ideal";"G"
"1397";"Ideal";"G"
"1398";"Ideal";"G"
"1399";"Ideal";"G"
"1400";"Ideal";"G"
"1401";"Ideal";"G"
"1402";"Very Good";"E"
"1403";"Very Good";"E"
"1404";"Very Good";"F"
"1405";"Very Good";"F"
"1406";"Ideal";"G"
"1407";"Ideal";"F"
"1408";"Ideal";"I"
"1409";"Premium";"H"
"1410";"Ideal";"H"
"1411";"Very Good";"E"
"1412";"Premium";"H"
"1413";"Fair";"H"
"1414";"Premium";"D"
"1415";"Premium";"I"
"1416";"Ideal";"G"
"1417";"Ideal";"G"
"1418";"Premium";"E"
"1419";"Very Good";"G"
"1420";"Good";"F"
"1421";"Premium";"E"
"1422";"Ideal";"H"
"1423";"Good";"I"
"1424";"Fair";"F"
"1425";"Very Good";"E"
"1426";"Ideal";"G"
"1427";"Ideal";"G"
"1428";"Very Good";"H"
"1429";"Premium";"H"
"1430";"Very Good";"J"
"1431";"Ideal";"G"
"1432";"Ideal";"D"
"1433";"Ideal";"E"
"1434";"Very Good";"E"
"1435";"Good";"E"
"1436";"Ideal";"F"
"1437";"Ideal";"F"
"1438";"Good";"H"
"1439";"Fair";"D"
"1440";"Ideal";"G"
"1441";"Very Good";"F"
"1442";"Premium";"F"
"1443";"Very Good";"E"
"1444";"Ideal";"F"
"1445";"Premium";"G"
"1446";"Ideal";"H"
"1447";"Premium";"E"
"1448";"Ideal";"F"
"1449";"Ideal";"E"
"1450";"Ideal";"I"
"1451";"Very Good";"G"
"1452";"Ideal";"F"
"1453";"Premium";"D"
"1454";"Ideal";"F"
"1455";"Ideal";"G"
"1456";"Ideal";"E"
"1457";"Ideal";"E"
"1458";"Ideal";"E"
"1459";"Ideal";"H"
"1460";"Ideal";"E"
"1461";"Premium";"F"
"1462";"Ideal";"E"
"1463";"Good";"D"
"1464";"Good";"F"
"1465";"Ideal";"E"
"1466";"Premium";"I"
"1467";"Ideal";"I"
"1468";"Good";"E"
"1469";"Ideal";"G"
"1470";"Fair";"E"
"1471";"Ideal";"E"
"1472";"Very Good";"G"
"1473";"Premium";"E"
"1474";"Ideal";"E"
"1475";"Very Good";"J"
"1476";"Premium";"G"
"1477";"Very Good";"D"
"1478";"Ideal";"E"
"1479";"Premium";"H"
"1480";"Very Good";"G"
"1481";"Ideal";"I"
"1482";"Ideal";"I"
"1483";"Ideal";"G"
"1484";"Ideal";"G"
"1485";"Ideal";"D"
"1486";"Premium";"E"
"1487";"Very Good";"F"
"1488";"Very Good";"G"
"1489";"Ideal";"I"
"1490";"Ideal";"F"
"1491";"Premium";"D"
"1492";"Very Good";"G"
"1493";"Very Good";"E"
"1494";"Good";"E"
"1495";"Ideal";"G"
"1496";"Ideal";"D"
"1497";"Very Good";"E"
"1498";"Ideal";"H"
"1499";"Fair";"J"
"1500";"Very Good";"F"
"1501";"Very Good";"H"
"1502";"Very Good";"E"
"1503";"Ideal";"G"
"1504";"Ideal";"F"
"1505";"Ideal";"E"
"1506";"Ideal";"D"
"1507";"Fair";"G"
"1508";"Very Good";"F"
"1509";"Very Good";"G"
"1510";"Very Good";"G"
"1511";"Premium";"J"
"1512";"Premium";"G"
"1513";"Premium";"D"
"1514";"Ideal";"D"
"1515";"Ideal";"G"
"1516";"Fair";"F"
"1517";"Very Good";"I"
"1518";"Ideal";"D"
"1519";"Ideal";"I"
"1520";"Ideal";"H"
"1521";"Ideal";"D"
"1522";"Ideal";"H"
"1523";"Ideal";"F"
"1524";"Fair";"J"
"1525";"Fair";"G"
"1526";"Very Good";"D"
"1527";"Very Good";"G"
"1528";"Fair";"H"
"1529";"Premium";"F"
"1530";"Ideal";"F"
"1531";"Premium";"G"
"1532";"Premium";"E"
"1533";"Premium";"E"
"1534";"Premium";"G"
"1535";"Ideal";"E"
"1536";"Good";"J"
"1537";"Premium";"I"
"1538";"Very Good";"I"
"1539";"Ideal";"I"
"1540";"Very Good";"D"
"1541";"Premium";"D"
"1542";"Good";"D"
"1543";"Very Good";"D"
"1544";"Ideal";"G"
"1545";"Very Good";"H"
"1546";"Very Good";"E"
"1547";"Very Good";"E"
"1548";"Premium";"D"
"1549";"Good";"H"
"1550";"Good";"F"
"1551";"Ideal";"G"
"1552";"Premium";"G"
"1553";"Fair";"F"
"1554";"Ideal";"E"
"1555";"Fair";"D"
"1556";"Premium";"D"
"1557";"Premium";"F"
"1558";"Ideal";"F"
"1559";"Ideal";"H"
"1560";"Ideal";"E"
"1561";"Ideal";"G"
"1562";"Ideal";"F"
"1563";"Premium";"D"
"1564";"Very Good";"E"
"1565";"Ideal";"F"
"1566";"Very Good";"H"
"1567";"Ideal";"I"
"1568";"Ideal";"H"
"1569";"Very Good";"I"
"1570";"Very Good";"G"
"1571";"Premium";"E"
"1572";"Very Good";"E"
"1573";"Premium";"D"
"1574";"Ideal";"I"
"1575";"Ideal";"I"
"1576";"Premium";"E"
"1577";"Ideal";"G"
"1578";"Ideal";"G"
"1579";"Ideal";"G"
"1580";"Ideal";"G"
"1581";"Ideal";"G"
"1582";"Ideal";"D"
"1583";"Very Good";"F"
"1584";"Very Good";"D"
"1585";"Ideal";"G"
"1586";"Ideal";"F"
"1587";"Premium";"H"
"1588";"Very Good";"E"
"1589";"Very Good";"E"
"1590";"Very Good";"E"
"1591";"Very Good";"E"
"1592";"Ideal";"F"
"1593";"Very Good";"F"
"1594";"Ideal";"I"
"1595";"Ideal";"D"
"1596";"Very Good";"G"
"1597";"Very Good";"G"
"1598";"Fair";"J"
"1599";"Fair";"I"
"1600";"Fair";"I"
"1601";"Ideal";"E"
"1602";"Ideal";"F"
"1603";"Ideal";"F"
"1604";"Ideal";"F"
"1605";"Ideal";"F"
"1606";"Ideal";"D"
"1607";"Ideal";"H"
"1608";"Ideal";"H"
"1609";"Fair";"E"
"1610";"Very Good";"G"
"1611";"Ideal";"E"
"1612";"Ideal";"G"
"1613";"Ideal";"E"
"1614";"Ideal";"E"
"1615";"Very Good";"F"
"1616";"Premium";"F"
"1617";"Very Good";"F"
"1618";"Ideal";"F"
"1619";"Ideal";"E"
"1620";"Ideal";"E"
"1621";"Premium";"D"
"1622";"Ideal";"E"
"1623";"Ideal";"H"
"1624";"Very Good";"D"
"1625";"Premium";"G"
"1626";"Good";"G"
"1627";"Very Good";"G"
"1628";"Very Good";"E"
"1629";"Ideal";"H"
"1630";"Ideal";"E"
"1631";"Very Good";"D"
"1632";"Premium";"E"
"1633";"Ideal";"E"
"1634";"Good";"F"
"1635";"Ideal";"H"
"1636";"Premium";"E"
"1637";"Ideal";"H"
"1638";"Very Good";"G"
"1639";"Very Good";"F"
"1640";"Premium";"G"
"1641";"Ideal";"G"
"1642";"Good";"D"
"1643";"Very Good";"G"
"1644";"Good";"F"
"1645";"Very Good";"G"
"1646";"Premium";"F"
"1647";"Ideal";"F"
"1648";"Ideal";"H"
"1649";"Good";"E"
"1650";"Very Good";"F"
"1651";"Premium";"F"
"1652";"Premium";"F"
"1653";"Premium";"G"
"1654";"Premium";"D"
"1655";"Ideal";"D"
"1656";"Very Good";"F"
"1657";"Ideal";"E"
"1658";"Ideal";"G"
"1659";"Good";"H"
"1660";"Good";"H"
"1661";"Premium";"E"
"1662";"Very Good";"J"
"1663";"Good";"J"
"1664";"Premium";"E"
"1665";"Fair";"H"
"1666";"Premium";"E"
"1667";"Good";"D"
"1668";"Premium";"E"
"1669";"Very Good";"G"
"1670";"Premium";"D"
"1671";"Very Good";"D"
"1672";"Very Good";"G"
"1673";"Ideal";"E"
"1674";"Ideal";"E"
"1675";"Ideal";"H"
"1676";"Fair";"J"
"1677";"Fair";"G"
"1678";"Premium";"G"
"1679";"Good";"H"
"1680";"Very Good";"F"
"1681";"Ideal";"H"
"1682";"Ideal";"H"
"1683";"Fair";"F"
"1684";"Premium";"G"
"1685";"Good";"E"
"1686";"Very Good";"H"
"1687";"Ideal";"F"
"1688";"Very Good";"D"
"1689";"Ideal";"G"
"1690";"Ideal";"E"
"1691";"Ideal";"E"
"1692";"Good";"D"
"1693";"Very Good";"D"
"1694";"Good";"D"
"1695";"Fair";"I"
"1696";"Premium";"H"
"1697";"Ideal";"I"
"1698";"Good";"I"
"1699";"Ideal";"G"
"1700";"Very Good";"E"
"1701";"Ideal";"E"
"1702";"Ideal";"G"
"1703";"Ideal";"D"
"1704";"Ideal";"D"
"1705";"Very Good";"H"
"1706";"Ideal";"E"
"1707";"Premium";"D"
"1708";"Ideal";"D"
"1709";"Ideal";"F"
"1710";"Very Good";"G"
"1711";"Good";"E"
"1712";"Premium";"G"
"1713";"Good";"H"
"1714";"Premium";"G"
"1715";"Ideal";"G"
"1716";"Premium";"G"
"1717";"Premium";"I"
"1718";"Very Good";"G"
"1719";"Good";"G"
"1720";"Good";"H"
"1721";"Ideal";"G"
"1722";"Ideal";"G"
"1723";"Ideal";"G"
"1724";"Premium";"H"
"1725";"Very Good";"H"
"1726";"Premium";"G"
"1727";"Good";"G"
"1728";"Very Good";"H"
"1729";"Ideal";"G"
"1730";"Very Good";"H"
"1731";"Premium";"H"
"1732";"Very Good";"E"
"1733";"Ideal";"G"
"1734";"Premium";"G"
"1735";"Good";"E"
"1736";"Very Good";"G"
"1737";"Premium";"G"
"1738";"Ideal";"G"
"1739";"Ideal";"H"
"1740";"Ideal";"H"
"1741";"Ideal";"E"
"1742";"Ideal";"H"
"1743";"Ideal";"H"
"1744";"Ideal";"E"
"1745";"Very Good";"G"
"1746";"Fair";"F"
"1747";"Very Good";"D"
"1748";"Premium";"I"
"1749";"Ideal";"G"
"1750";"Ideal";"F"
"1751";"Ideal";"F"
"1752";"Good";"I"
"1753";"Ideal";"G"
"1754";"Very Good";"G"
"1755";"Premium";"F"
"1756";"Ideal";"I"
"1757";"Very Good";"F"
"1758";"Ideal";"G"
"1759";"Very Good";"F"
"1760";"Very Good";"F"
"1761";"Very Good";"F"
"1762";"Very Good";"D"
"1763";"Premium";"D"
"1764";"Ideal";"J"
"1765";"Ideal";"E"
"1766";"Very Good";"D"
"1767";"Good";"G"
"1768";"Very Good";"F"
"1769";"Fair";"D"
"1770";"Premium";"G"
"1771";"Premium";"G"
"1772";"Ideal";"I"
"1773";"Very Good";"F"
"1774";"Very Good";"D"
"1775";"Premium";"H"
"1776";"Ideal";"G"
"1777";"Good";"E"
"1778";"Very Good";"E"
"1779";"Ideal";"J"
"1780";"Premium";"D"
"1781";"Premium";"D"
"1782";"Ideal";"E"
"1783";"Ideal";"D"
"1784";"Ideal";"E"
"1785";"Very Good";"D"
"1786";"Very Good";"E"
"1787";"Ideal";"H"
"1788";"Ideal";"H"
"1789";"Good";"E"
"1790";"Ideal";"E"
"1791";"Good";"E"
"1792";"Very Good";"G"
"1793";"Very Good";"D"
"1794";"Ideal";"F"
"1795";"Very Good";"G"
"1796";"Fair";"G"
"1797";"Very Good";"D"
"1798";"Very Good";"E"
"1799";"Very Good";"F"
"1800";"Ideal";"E"
"1801";"Ideal";"F"
"1802";"Ideal";"E"
"1803";"Ideal";"E"
"1804";"Very Good";"E"
"1805";"Premium";"G"
"1806";"Premium";"G"
"1807";"Ideal";"E"
"1808";"Very Good";"D"
"1809";"Premium";"H"
"1810";"Premium";"I"
"1811";"Fair";"I"
"1812";"Fair";"I"
"1813";"Very Good";"E"
"1814";"Very Good";"D"
"1815";"Ideal";"E"
"1816";"Ideal";"G"
"1817";"Ideal";"E"
"1818";"Very Good";"I"
"1819";"Very Good";"D"
"1820";"Ideal";"F"
"1821";"Good";"F"
"1822";"Good";"I"
"1823";"Fair";"H"
"1824";"Good";"F"
"1825";"Premium";"D"
"1826";"Premium";"J"
"1827";"Very Good";"F"
"1828";"Very Good";"E"
"1829";"Very Good";"E"
"1830";"Very Good";"G"
"1831";"Good";"G"
"1832";"Very Good";"H"
"1833";"Very Good";"E"
"1834";"Very Good";"E"
"1835";"Very Good";"J"
"1836";"Ideal";"G"
"1837";"Good";"I"
"1838";"Fair";"G"
"1839";"Premium";"F"
"1840";"Ideal";"D"
"1841";"Fair";"F"
"1842";"Premium";"E"
"1843";"Premium";"E"
"1844";"Premium";"J"
"1845";"Very Good";"E"
"1846";"Very Good";"E"
"1847";"Good";"E"
"1848";"Very Good";"E"
"1849";"Premium";"E"
"1850";"Ideal";"F"
"1851";"Ideal";"F"
"1852";"Ideal";"F"
"1853";"Very Good";"E"
"1854";"Ideal";"G"
"1855";"Ideal";"H"
"1856";"Very Good";"D"
"1857";"Ideal";"I"
"1858";"Ideal";"F"
"1859";"Ideal";"F"
"1860";"Ideal";"F"
"1861";"Ideal";"F"
"1862";"Very Good";"E"
"1863";"Good";"G"
"1864";"Ideal";"E"
"1865";"Very Good";"E"
"1866";"Ideal";"E"
"1867";"Very Good";"I"
"1868";"Very Good";"G"
"1869";"Very Good";"E"
"1870";"Good";"J"
"1871";"Very Good";"G"
"1872";"Ideal";"I"
"1873";"Good";"G"
"1874";"Very Good";"G"
"1875";"Very Good";"F"
"1876";"Ideal";"G"
"1877";"Ideal";"G"
"1878";"Ideal";"E"
"1879";"Premium";"E"
"1880";"Premium";"G"
"1881";"Good";"D"
"1882";"Very Good";"G"
"1883";"Fair";"I"
"1884";"Ideal";"H"
"1885";"Good";"G"
"1886";"Very Good";"D"
"1887";"Very Good";"D"
"1888";"Very Good";"F"
"1889";"Very Good";"D"
"1890";"Ideal";"H"
"1891";"Ideal";"I"
"1892";"Ideal";"D"
"1893";"Ideal";"E"
"1894";"Very Good";"E"
"1895";"Very Good";"E"
"1896";"Ideal";"E"
"1897";"Fair";"D"
"1898";"Premium";"D"
"1899";"Good";"D"
"1900";"Premium";"E"
"1901";"Premium";"D"
"1902";"Ideal";"E"
"1903";"Good";"I"
"1904";"Fair";"D"
"1905";"Very Good";"E"
"1906";"Ideal";"H"
"1907";"Fair";"J"
"1908";"Premium";"H"
"1909";"Premium";"H"
"1910";"Premium";"F"
"1911";"Ideal";"H"
"1912";"Ideal";"H"
"1913";"Very Good";"D"
"1914";"Ideal";"F"
"1915";"Ideal";"F"
"1916";"Ideal";"E"
"1917";"Very Good";"F"
"1918";"Very Good";"H"
"1919";"Ideal";"E"
"1920";"Ideal";"E"
"1921";"Good";"D"
"1922";"Very Good";"J"
"1923";"Premium";"F"
"1924";"Premium";"H"
"1925";"Ideal";"F"
"1926";"Premium";"F"
"1927";"Premium";"D"
"1928";"Premium";"F"
"1929";"Very Good";"F"
"1930";"Premium";"H"
"1931";"Very Good";"D"
"1932";"Very Good";"E"
"1933";"Premium";"I"
"1934";"Ideal";"E"
"1935";"Ideal";"E"
"1936";"Ideal";"G"
"1937";"Good";"E"
"1938";"Good";"E"
"1939";"Very Good";"E"
"1940";"Premium";"E"
"1941";"Premium";"E"
"1942";"Fair";"E"
"1943";"Fair";"E"
"1944";"Premium";"E"
"1945";"Ideal";"H"
"1946";"Premium";"G"
"1947";"Very Good";"E"
"1948";"Fair";"I"
"1949";"Ideal";"F"
"1950";"Very Good";"D"
"1951";"Premium";"E"
"1952";"Ideal";"E"
"1953";"Good";"D"
"1954";"Good";"D"
"1955";"Very Good";"H"
"1956";"Good";"D"
"1957";"Ideal";"E"
"1958";"Ideal";"D"
"1959";"Good";"J"
"1960";"Very Good";"J"
"1961";"Premium";"F"
"1962";"Ideal";"H"
"1963";"Ideal";"G"
"1964";"Ideal";"G"
"1965";"Ideal";"G"
"1966";"Ideal";"G"
"1967";"Ideal";"G"
"1968";"Ideal";"G"
"1969";"Ideal";"D"
"1970";"Ideal";"F"
"1971";"Ideal";"F"
"1972";"Premium";"D"
"1973";"Ideal";"E"
"1974";"Premium";"J"
"1975";"Premium";"G"
"1976";"Premium";"E"
"1977";"Very Good";"H"
"1978";"Very Good";"D"
"1979";"Ideal";"D"
"1980";"Ideal";"D"
"1981";"Very Good";"F"
"1982";"Ideal";"E"
"1983";"Ideal";"D"
"1984";"Ideal";"E"
"1985";"Ideal";"G"
"1986";"Very Good";"E"
"1987";"Very Good";"G"
"1988";"Premium";"F"
"1989";"Premium";"H"
"1990";"Very Good";"D"
"1991";"Very Good";"D"
"1992";"Good";"H"
"1993";"Premium";"F"
"1994";"Ideal";"I"
"1995";"Premium";"F"
"1996";"Ideal";"E"
"1997";"Ideal";"D"
"1998";"Good";"I"
"1999";"Very Good";"I"
"2000";"Ideal";"D"
"2001";"Premium";"G"
"2002";"Ideal";"I"
"2003";"Ideal";"F"
"2004";"Ideal";"E"
"2005";"Premium";"E"
"2006";"Very Good";"D"
"2007";"Very Good";"J"
"2008";"Ideal";"G"
"2009";"Ideal";"J"
"2010";"Ideal";"E"
"2011";"Ideal";"D"
"2012";"Ideal";"E"
"2013";"Premium";"D"
"2014";"Very Good";"H"
"2015";"Very Good";"F"
"2016";"Fair";"G"
"2017";"Fair";"G"
"2018";"Ideal";"I"
"2019";"Premium";"F"
"2020";"Ideal";"I"
"2021";"Ideal";"I"
"2022";"Very Good";"H"
"2023";"Premium";"H"
"2024";"Very Good";"H"
"2025";"Good";"E"
"2026";"Good";"E"
"2027";"Ideal";"J"
"2028";"Fair";"H"
"2029";"Premium";"D"
"2030";"Premium";"G"
"2031";"Very Good";"H"
"2032";"Ideal";"F"
"2033";"Premium";"H"
"2034";"Good";"H"
"2035";"Premium";"F"
"2036";"Ideal";"E"
"2037";"Good";"E"
"2038";"Very Good";"E"
"2039";"Ideal";"E"
"2040";"Good";"D"
"2041";"Good";"E"
"2042";"Ideal";"I"
"2043";"Ideal";"H"
"2044";"Premium";"G"
"2045";"Premium";"H"
"2046";"Premium";"G"
"2047";"Ideal";"I"
"2048";"Very Good";"E"
"2049";"Ideal";"G"
"2050";"Very Good";"G"
"2051";"Good";"E"
"2052";"Very Good";"H"
"2053";"Premium";"G"
"2054";"Premium";"G"
"2055";"Very Good";"E"
"2056";"Premium";"G"
"2057";"Very Good";"H"
"2058";"Very Good";"E"
"2059";"Premium";"H"
"2060";"Ideal";"G"
"2061";"Very Good";"E"
"2062";"Very Good";"H"
"2063";"Premium";"E"
"2064";"Premium";"G"
"2065";"Premium";"I"
"2066";"Premium";"H"
"2067";"Premium";"G"
"2068";"Ideal";"E"
"2069";"Premium";"G"
"2070";"Premium";"E"
"2071";"Premium";"E"
"2072";"Good";"I"
"2073";"Very Good";"G"
"2074";"Premium";"E"
"2075";"Premium";"H"
"2076";"Ideal";"F"
"2077";"Premium";"E"
"2078";"Premium";"E"
"2079";"Very Good";"E"
"2080";"Premium";"F"
"2081";"Ideal";"E"
"2082";"Good";"H"
"2083";"Very Good";"E"
"2084";"Good";"H"
"2085";"Ideal";"H"
"2086";"Very Good";"F"
"2087";"Very Good";"J"
"2088";"Premium";"D"
"2089";"Very Good";"E"
"2090";"Very Good";"H"
"2091";"Ideal";"E"
"2092";"Very Good";"G"
"2093";"Very Good";"G"
"2094";"Ideal";"I"
"2095";"Good";"H"
"2096";"Very Good";"G"
"2097";"Ideal";"G"
"2098";"Ideal";"G"
"2099";"Good";"H"
"2100";"Ideal";"G"
"2101";"Very Good";"H"
"2102";"Good";"E"
"2103";"Good";"H"
"2104";"Premium";"F"
"2105";"Good";"F"
"2106";"Good";"F"
"2107";"Good";"F"
"2108";"Ideal";"F"
"2109";"Fair";"F"
"2110";"Premium";"H"
"2111";"Ideal";"G"
"2112";"Very Good";"F"
"2113";"Fair";"H"
"2114";"Ideal";"H"
"2115";"Very Good";"J"
"2116";"Ideal";"F"
"2117";"Ideal";"F"
"2118";"Premium";"J"
"2119";"Fair";"J"
"2120";"Fair";"E"
"2121";"Ideal";"E"
"2122";"Very Good";"I"
"2123";"Ideal";"G"
"2124";"Good";"G"
"2125";"Premium";"I"
"2126";"Very Good";"I"
"2127";"Premium";"I"
"2128";"Ideal";"I"
"2129";"Very Good";"E"
"2130";"Ideal";"H"
"2131";"Ideal";"H"
"2132";"Good";"I"
"2133";"Very Good";"G"
"2134";"Ideal";"G"
"2135";"Ideal";"F"
"2136";"Ideal";"G"
"2137";"Ideal";"G"
"2138";"Ideal";"G"
"2139";"Very Good";"G"
"2140";"Ideal";"H"
"2141";"Very Good";"E"
"2142";"Ideal";"E"
"2143";"Good";"D"
